movie_id,genre_id
258,0
259,0
259,1
259,19
260,0
260,1
260,5
261,0
261,18
262,0
263,0
263,7
263,14
264,0
265,0
265,1
266,0
266,17
267,0
268,0
268,2
268,18
268,3
269,0
270,27
271,0
271,1
271,9
271,10
272,0
272,4
272,6
273,0
274,7
274,4
274,3
275,0
275,5
275,6
275,3
276,0
276,7
277,7
277,12
277,11
278,0
278,18
278,9
279,0
279,7
279,1
279,2
280,0
280,16
280,18
281,1
281,10
282,0
282,6
282,2
282,9
283,0
283,4
283,1
283,23
284,4
284,8
284,11
285,7
285,13
286,6
286,3
287,0
287,1
287,12
288,5
288,6
288,3
289,0
289,23
289,11
290,1
290,13
291,0
291,7
292,5
292,6
292,3
293,5
293,6
293,3
294,0
294,7
294,2
294,14
295,0
295,7
296,0
296,9
297,7
297,4
297,8
298,0
298,1
299,0
299,1
299,18
299,9
300,8
300,20
301,0
301,1
301,9
302,27
303,0
303,20
303,13
304,0
304,6
304,10
305,4
305,13
305,11
306,0
306,7
307,0
307,27
308,7
308,12
308,11
309,0
310,7
310,19
311,0
311,3
312,7
312,4
312,12
312,11
313,0
313,4
313,6
313,3
314,0
314,4
314,6
314,3
315,0
315,17
316,0
316,6
317,0
317,7
317,2
318,4
318,8
318,11
319,0
319,1
319,9
319,10
319,23
320,5
320,6
321,0
321,7
321,14
322,27
322,16
322,18
323,7
323,4
323,1
324,0
325,0
325,1
325,5
326,0
326,7
326,4
326,6
326,20
326,3
327,7
327,1
328,0
328,4
328,8
328,26
329,0
330,0
331,0
332,0
332,5
332,6
333,0
333,7
333,1
333,13
334,5
334,20
335,0
335,1
336,0
336,14
337,0
337,1
337,10
338,0
338,1
339,7
340,0
340,1
340,2
341,0
342,0
342,1
342,21
342,22
343,0
344,0
344,18
344,9
345,0
345,7
345,1
346,0
346,9
346,10
347,0
347,18
347,9
348,0
349,0
349,1
349,16
